eng	uk	helsinki_translation_en_uk	helsinki_time_en_uk	facebook_translation_en_uk	facebook_time_en_uk	helsinki_translation_fine_tuned	helsinki_time_fine_tuned
Your entire team can join the same Hangout from their desktop, laptop, tablet or phone with the same easy-to-use experience.	Уся ваша команда може легко приєднатися до сеансу із будь-якого пристрою: настільного комп’ютера, ноутбука, планшета чи телефона.	"Вся ваша команда може приєднатися до того самого "" Погонича "" зі стільниці, ноутбука, планшета або телефона з таким самим простим досвідом користування."	1.0245463848114014	Уся ваша команда може приєднатися до такого Hangout з їхнього робочого столу, ноутбука, планшета чи телефону з таким же простим досвідом.	5.725736618041992	"Вся ваша команда може приєднатися до того самого ""Ханґу"" зі свого робочого столу, ноутбука, планшета або телефона з таким самим легким досвідом користування."	3.2773208618164062
Your main goal in the game - do not get caught in the clutches of a neighbor until you change yourself for him all sorts of trouble, which should bring it to the boiling point.	Ваше головне завдання в грі - не попастися в лапи сусіда, поки Ви підлаштовуєте йому всілякі неприємності, які повинні довести його до точки кипіння.	Ваша головна мета - не потрапити в лапи сусіда, аж поки ви не зміните свій спосіб життя на будь - який клопіт, що приведе її до кипіння.	1.039231300354004	Ваша головна мета в грі - не застрягнути в клавішах сусіда, поки ви не зміните себе для нього всі типи проблем, які повинні принести його до точки кипіння.	6.756643772125244	Ваша головна мета у грі - не потрапити в лапи сусіда, поки ви не зміните себе на всі види неприємностей, що приведе його до кипіння.	2.9015822410583496
However, let’s see, what you will face when trying to create your own company:	Однак давайте розберемося, з чим вам доведеться зіткнутися при спробі створити власну компанію.	Проте, давайте подивимося, те, що ви будете зустрічати, коли будете старатись створити вашу власну компанію:	0.634803295135498	Однак, давайте поглянемо, з чим ви зіткнетеся, намагаючись створити власну компанію:	3.56779146194458	Проте, давайте подивимося, те, що ви зустрінете, коли спробуєте створити вашу власну компанію:	1.3968794345855713
In the process of the scuffle they damaged photographic equipment of correspondents of Ukrainian News agency Serhii Bobok and Fotolenta's Serhii Kozlov.	"У процесі бійки було пошкоджено фотоапаратури кореспондентів інформаційних агентств Українські Новини Сергія Бобка й ""Фотолента"" Сергія Козлова."	У процесі бешкетування вони пошкодили фотографічне обладнання кореспондентів українського інформаційного агентства Сергії Бобок і сергієвого Козлова.	1.1548514366149902	Під час сварки вони пошкодили фотообладнання кореспондентів ukraińskiej агенції новин Сержі Бобока та Фотоленти Сержі Козлова.	5.750460863113403	У процесі збивання вони пошкодили фотографічне обладнання кореспондентів українського інформаційного агентства Сергії Бобок і сергієвого Козлова, сергіє.	4.185892820358276
"Then it was — we started seeing a change and I kept encouraging him but we started seeing a change in him to where he said, ""I'm not just doing this for you anymore mom, I'm doing this for me."""	Потім ми почали бачити зміни, і я продовжувала підбадьорювати його, але ми помітили зміни в ньому, коли він сказав: «Я більше не роблю це лише для тебе, мамо, я роблю це для себе».	"Тоді ми почали бачити зміну, і я продовжував підбадьорювати його, але ми почали бачити зміну в ньому, де він сказав: ""Я не просто роблю це для вас, мама, я роблю це для мене."""	1.171647310256958	"Тоді ми побачили зміну, і я продовжував підбадьорювати його, але ми побачили зміну в ньому, коли він сказав: """" Я більше не роблю це тільки для тебе, мамо, я роблю це для мене """"."	8.235190868377686	"Потім ми почали бачити зміну, і я продовжував підбадьорювати його, але ми почали бачити зміну в ньому, на якій він сказав: ""Я не просто роблю це для вас, мама, я роблю це для себе."""	4.228882789611816
At the discretion of the responsible manager, for some items, you can select several pieces of similar devices.	На розсуд відповідального менеджера, по окремих позиціях, можливий вибір кількох штук однотипних приладів.	З огляду на думку відповідального менеджера, для деяких з пунктів ви можете обрати декілька подібних пристроїв.	0.7129244804382324	В discretion відповідального менеджера, для деяких речей, ви можете вибрати декілька схожих пристроїв.	4.010586500167847	За думкою відповідального менеджера, для деяких елементів ви можете обрати декілька подібних пристроїв.	1.9571032524108887
Classification of Administrative and Territorial Division of Ukraine (COATU)	Класифікатор об’єктів адміністративно-територіального устрою України (КОАТУУ)	Класифікація Адміністративного і Терріального дивізії України (COATU) Noun, a currency	0.8996055126190186	класифікація Адміністративного та Территориального підрозділу Украины (COATU)	2.9240622520446777	Класифікація Адміністративного та Терріторального дивізії України (COATU)	2.0283560752868652
Only those who took their own lives were buried without a Christian ceremony, outside of churchyard wall.	Виняток становили самогубці, котрих ховали без християнського обряду за муром цвинтаря.	Тільки тих, що забирали своє життя були поховані без християнської церемонії, поза муром церковного подвір'я.	0.6998167037963867	Лише ті, хто взяв власне життя, були поховані без християнської церемоні, за межами церкви.	4.335527420043945	Тільки тих, хто забирав собі життя, ховали без християнської церемонії, поза стіною церковного подвір'я.	2.7913639545440674
The race of Elves originated near here, though their original home of Cuiviénen no longer existed by the Third Age.	Ельфи вперше з'явилися саме там, на крайньому сході. Їх батьківщини Куівіенен в Третю епоху вже не існувало.	Забіг ельфів почався тут, хоч їхній оригінальний дім Куівієну вже не існував у Третій Добі.	0.7453033924102783	Раса elfів виникла десь тут, хоча їхній рідний дім Куївіенен вже не існував до Третього віку.	4.91063928604126	Раса ельфів почалася тут неподалік, хоча їхня початкова домівка Куівієн більше не існувала у Третьому віці.	2.164966583251953
Fun party Presenter of the corporate holiday – it is a separate area of creativity.	Робота ведучого на корпоративному святі – це окремий напрямок творчості.	Весела вечірка корпоративного свята ♫ Це окрема область творчості.	0.511772632598877	Розважна вечірка Подарувач корпоративного відпочинку - це окрема сфера творчості.	2.9877007007598877	Грандіозний учасник корпоративного свята ♫ Це окрема область творчості.	1.6247966289520264
Now it's time to look at how to place your boxes in the right place in relation to the viewport, and one another.	Тепер час розглянути розташування ваших блоків у правильному місці, по відношенню до точки огляду, і відносно один одного.	Тепер час подивитися, як покласти свої коробки у правильному місці у зв'язку з полем зору, та один з одним.	0.7638556957244873	Тепер прийшов час подивитися, як помістити коробки в правильному місці, в залежності від порту зору, і один від одного.	5.267984390258789	Настав час подивитися, як покласти коробки у правильному місці, у зв'язку з полем зору, та один з одним.	2.0668838024139404
He gave us a deadline.	Він встановив граничний термін.	Він дав нам термін.	0.19591426849365234	Він дав нам кінцевий термін.	1.3400819301605225	Він дав нам термін.	0.5794887542724609
Volunteers cannot replace proper military or foreign intelligence agencies or wage an all-out cyberwar.	Волонтери не можуть замінити собою воєнну чи зовнішню розвідку чи вести тотальну кібервійну.	Добровольці не можуть замінити відповідні військові або іноземні агентури розвідки або профінансувати всю кібервійну.	0.7167360782623291	Добровольці не можуть замінити справжнє військове чи іноземне розвідувальне агентство або вести всюдису кібер-війну.	5.183213233947754	Добровольці не можуть замінити відповідні військові або іноземні агентури розвідки або вести повну кібервійну.	1.9554355144500732
You can sow seeds in November – during winter they will endure a natural stratification, and in spring you will get sturdy healthy shoots that will bloom in time.	Можна посіяти насіння в листопаді – за зиму воно пройде природну стратифікацію, і навесні ви отримаєте міцненькі здорові сходи, які вчасно зацвітуть.	Ви можете посіяти насіння в листопаді ⇩ взимку вони витримають природне відсіювання, а навесні ви отримаєте міцні здорові паростки, які розквітатимуть у часі.	1.1213715076446533	Ви можете сіяти насіння в листопаді - взимку вони переживуть природну стріфікацію, а весною ви отримаєте міцні здорові стовбури, які з 'являться вчасно.	9.403733968734741	Ви можете посіяти насіння в листопаді ♫ протягом зими вони витримають природну стратизацію, а навесні ви отримаєте міцні здорові пагони, які розквітатимуть у часі.	3.178640365600586
Thank you for your donation! There will be a benevolent Collection for “Andrew’s Pence” on Sunday, February 28, 2016 to support our Patriarch, His Beatitude Svyatoslav Shevchuk and the building of Resurrection Cathedral Church in Kyiv (Patriarchal Sobor.)	Дякую за ваш донат! У неділю, 28 лютого ц.р. відбудеться збірка на «Андріївський Гріш» для підтримки нашого патріарха Святослава і будівництва Катедрального Собору Воскресіння у Києві.	Дякую за вашу пожертву! буде доброзичлива збірка для }Анжевса Пенса в неділю, 28 лютого 2016 р., щоб підтримати нашого патріарха, Його Вимога Світослава Шевчука і будування кафедральної церкви Воскресення в Києві (Патріарха Собора).	2.228898763656616	"Дякую за ваші пожертви! Неділя, 28 Февраля 2016 року, буде створено доброчинне колекцію для """" Андрієвого пенса """", щоб підтримати нашого Патриарха, Блаженства Святослава Шевчука, та будівлю собору воскресенья в Київі (Патриарський Собор.)"	17.33240818977356	"Дякуємо вам за вашу пожертву! У неділю 28 лютого 2016 року буде доброзичлива збірка для ""Анжерос Пенс"" для підтримки нашого патріарха, Свіататослава Шевчука"" та будівництво кафедральної церкви Воскресіння у Києві (Патріархал Собор)."	5.097046375274658
Please check if there is any reason as below:	Перевірте, чи є якісь причини, наведені нижче:	Будь ласка, перевірте, чи немає причин, на зразок нижче:	0.5281131267547607	Прошу вас перевірити, чи є якісь причини:	3.612361431121826	Будь ласка, перевірте, чи існує якась причина на наступне:	1.6060824394226074
Nevertheless, after thoroughly picking and also testing all Garcinia Cambogia items presently on the market, we have involved the verdict that choosing 100 % pure product needs screening in a lab.	Проте, після ретельного вибору, а також тестування всіх елементів гарцинии камбоджійської в даний час на ринку, ми залучили вердикт, що при виборі 100% чистий продукт потребує скринінг в лабораторії.	Тим не менш, після ретельного підбору та тестування всіх речей Ґарчінії Камбоджіа на ринку, ми взяли участь у вердикті, що обираємо 100% чистого продукту, який потребує перевірки в лабораторії.	1.5387918949127197	Тим не менше, після детального відбору і також тестування всіх Garcinia Cambogia речей на ринку, ми долучилися до виroku, що вибір 100% чистого продукту потребує скринінгу в лабораторії.	10.653584957122803	Тим не менш, після ретельного підбору та тестування всіх речей Ґарсінії Камбоджіа на ринку, ми взяли участь у вердикті, що обравши 100% чистого продукту, потрібно перевірити в лабораторії.	4.23302698135376
If the fish will be too much to achieve biological balance will not succeed.	Якщо рибок буде занадто багато домогтися біологічної рівноваги не вдасться.	Якщо риби не матимуть біологічної рівноваги, то це не матиме успіху.	0.5391397476196289	Якщо рибою буде занадто багато, щоб досягнути біологічного балансу, це не спрацює.	4.904807090759277	Якщо риба буде занадто великою, щоб досягти біологічного балансу, вона не матиме успіху.	1.9635310173034668
Different types of customers have various features, and they have different preferences for the above four requirements.	Різні типи клієнтів мають різні функції, і вони мають різні уподобання для чотирьох вищевказаних вимог.	Різні типи покупців мають різні особливості, і вони мають різні переваги до вищезгаданих чотирьох вимог.	0.6404190063476562	Різні типи споживачів мають різні характеристики, і вони мають різні переваги для цих чотирьох вимог.	5.238347053527832	Різні типи клієнтів мають різні особливості, і вони мають різні переваги для вищезгаданих чотирьох вимог.	1.6581857204437256
Bandera, 52, Chervonograd, Lviv area,	Бандери, 52, Червоноград, Львівська область,	Бандера, 52, Червоград, область Львова,	0.5865535736083984	Бандера, 52, Червоноград, Львов,	3.648674726486206	Бандера, 52, Червоград, область Львова,	1.0923454761505127
If you a few times changed the filter conditions, you can change these filter clicking on the icons: Previous filter and Next filter.	Якщо ви кілька разів змінювали умови фільтрації даних, ви можете перемикатися між цими фільтрами, натискаючи по іконкам Попередній фільтр і Наступний фільтр.	Якщо ви декілька разів змінили умови фільтрування, ви можете змінити ці параметри фільтрування, натиснувши на піктограми: Попередній фільтр і Наступний.	0.8193838596343994	Якщо ви кілька разів змінили умови відфільтрування, ви можете змінити ці відфільтри, натискаючи на іконки: Поprzedній відфільтр та Наступний відфільтр.	8.285433053970337	Якщо ви декілька разів змінили умови фільтрування, ви можете змінити ці умови фільтрування, натиснувши на піктограми: Попередній фільтр і Наступний.	2.028550148010254
He started boxing at 13 and 4 years later he has won Europe’s champion title among juniors, he was the champion of Ukraine 5 times.	Боксом почав займатися у 13 років і через 4 роки вже завоював звання чемпіона Європи серед юніорів, був чемпіоном України 5 разів.	Він почав бокс в 13 і 4 роки пізніше він виграв у Європі чемпіонат серед підлітків, він був чемпіоном України 5 разів.	0.9097805023193359	Він почав боксувати у 13 років, а через 4 роки він одержав титул чемпіона Європи серед юниорів, він був чемпіоном Украины 5 разів.	6.041708707809448	Він почав бокс на 13 і 4 роки пізніше він виграв чемпіонат Європи серед підлітків, він був чемпіоном України 5 разів.	1.6886036396026611
In addition, this program will help to pick up on the hair color and hairstyle photo.	Крім того дана програма допоможе на підібрати колір волосся і стрижку по фото.	Крім того, завдяки цій програмі можна отримати фотографію кольору волосся та зачіски.	0.5668151378631592	До того ж, ця програма допоможе розібратися на колірі волосся і фото.	4.548611879348755	Крім того, ця програма допоможе підбирати колір волосся та його зачіску.	1.188042163848877
Biological psychologists seek an understanding of the emergent properties of brains, linking the discipline to neuroscience. As social scientists, psychologists aim to understand the behavior of individuals and groups.	Біологічні психологи прагнуть зрозуміти емерджентні властивості мозку, пов'язуючи цю дисципліну з неврологією. Як соціальні науковці, психологи прагнуть зрозуміти поведінку окремих людей і груп.	Біологічні психологи шукають розуміння властивостей мозку, які з'єднують дисципліну з неврологією. психологи намагаються зрозуміти поведінку окремих осіб та груп.	1.0154221057891846	Біологічні психологи прагнуть зрозуміти з 'явлені властивості мозку, поєднуючи науку з нейробіологією. Як соціальні вчені, психологи прагнуть зрозуміти поведінку людей та груп.	8.298279047012329	Біологічні психологи шукають розуміння зовнішніх властивостей мозку, пов'язуючи дисципліну з неврологією. Як соціологи, психологи мають намір зрозуміти поведінку окремих осіб та груп.	3.0534305572509766
The ancient civilizations of Egypt, Greece, China, India, and Persia all engaged in the philosophical study of psychology. In Ancient Egypt the Ebers Papyrus mentioned depression and thought disorders.	Стародавні цивілізації Єгипту, Греції, Китаю, Індії та Персії займалися філософським вивченням психології. У Стародавньому Єгипті в папірусі Еберса згадується про депресію та розлади мислення.	У давньоєгипетському папірусі Еверса згадувалися про депресію і розлади мислення.	0.6867043972015381	Стародавні цивілізації Єгипту, Греції, Китаю, Індії та Персии всі брали участь у філософських дослідженнях психології. У Стародавньому Єгипті Еберський Папір згадував депресію та розлади мислення.	13.0345778465271	Давні цивілізації Єгипту, Греції, Китаю, Індії та Персії всі займалися філософським дослідженням психології. У Давньому Єгипті папірус Еверса згадував про депресію та розлади мислення.	1.888152837753296
A central idea of the Upanishads and other Vedic texts that formed the foundations of Hinduism was the distinction between a person's transient mundane self and their eternal, unchanging soul.	Головною ідеєю Упанішад та інших ведичних текстів, що лягли в основу індуїзму, було розрізнення між минущим, земним «я» людини та її вічною, незмінною душею.	Центральна ідея Упанішадів та інших ведкових текстів, які сформували підвалини індуїзму, полягала в тому, що різниця між скороминущим повсякденним ямою людини та її вічною, незмінною душею.	1.5180718898773193	Центральною ідеєю у Upanishaдах та інших ведичних текстах, що складали основу індуізму, було розмежування між мирним мирним собою людини та її вечною, незмінною душею.	9.484444618225098	Центральна ідея Упанішадів та інших Vedic текстів, які сформували основи індуїзму, полягала у розрізненні тимчасового світського я людини та її вічної, незмінної душі.	3.081604242324829
She believed a child should be recognized as their own person with their own right and have each session catered to the child's specific needs.	Вона вірила, що дитина повинна бути визнана власною особистістю з власними правами, і що кожна сесія повинна бути пристосована до конкретних потреб дитини.	Вона вірила, що дитину слід визнавати своєю особою з власним правом і що кожна сесія задовольняла особливі потреби дитини.	0.8648481369018555	Вона вважала, що дитина повинна бути оцінена як її особистість з її власним правом і що кожна сеанс повинна бути налаштована на її специфічні потреби.	6.9919114112854	Вона вірила, що дитину слід визнати власною особою з власним правом, і що кожна сесія задовольнила особливі потреби дитини.	1.8502013683319092
This helped build a strong therapeutic alliance with child patients, which allows psychologists to observe their normal behavior. She continued her research on the impact of children after family separation, children with socio-economically disadvantaged backgrounds, and all stages of child development from infancy to adolescence.	Це допомогло побудувати міцний терапевтичний альянс з дітьми-пацієнтами, що дозволяє психологам спостерігати за їхньою нормальною поведінкою. Вона продовжила дослідження впливу дітей після розлучення сімей, дітей з соціально-економічно неблагополучних сімей, а також усіх етапів розвитку дитини від немовляти до підліткового віку.	Вона продовжувала свої дослідження щодо впливу дітей на розлуку сім'ї, дітей із соціально-економічним походженням, і всіх етапів розвитку дітей з раннього дитинства до підліткового віку.	1.1643333435058594	Це допомогло побудувати міцну терапевтичну асоціацію з дітьми, яка дозволяє психологам спостерігати за їхнім звичайним поведінком. Вона продовжувала досліджувати вплив дітей після розлучення сім 'ї, дітей з соціально-економічним розбіжністю, і всі стадії розвитку дитини від малюка до підліткового віку.	16.332146167755127	Це допомогло побудувати міцний терапевтичний альянс з дитячими пацієнтами, що дозволило психологам спостерігати за їх нормальною поведінкою. Вона продовжувала своє дослідження щодо впливу дітей після сімейного проживання, дітей із соціально-економічним походженням, і всіх етапів розвитку дітей з раннього дитинства до підліткового віку.	6.734667778015137
Mary Ainsworth's work centered around attachment theory. Building off fellow psychologist John Bowlby, Ainsworth spent years doing fieldwork to understand the development of mother-infant relationships.	Робота Мері Ейнсворт була зосереджена на теорії прив'язаності. Спираючись на дослідження свого колеги-психолога Джона Боулбі, Ейнсворт роками проводила польові дослідження, щоб зрозуміти розвиток стосунків між матір'ю та немовлям.	Робота Мері Ейнсворта зосереджена на теорії про прив'язаність. щоб зрозуміти розвиток стосунків між матір'ю і нефантом.	0.9139308929443359	Мері Айнсворт зосередилася на теорії прив 'язаності. Використовуючи колегу психолога Джона Боулбі, Айнсворт роками займався полевою працею, щоб зрозуміти розвиток стосунків між матір' ю та дітьми.	12.33656644821167	Робота Мері Ейнсворт зосереджена навколо теорії прив'язаності. Побудова співписьменника Джона Болбі, Ейнсворт витратила роки на польову роботу, щоб зрозуміти розвиток стосунків між матір'ю і нефритом.	5.058336019515991
Behavioral researchers have developed a treatment known as behavior modification, which is used to help individuals replace undesirable behaviors with desirable ones.	Дослідники поведінки розробили метод лікування, відомий як модифікація поведінки, який використовується для того, щоб допомогти людям замінити небажану поведінку на бажану.	Дослідники в галузі поведінки розробили метод, відомий як зміна поведінки, який допомагає людям замінити небажану поведінку бажаними.	0.7787120342254639	Дослідники поведінки розробили терапію, яку називають модифікацією поведінки, яка допомагає людям замінити небажані поведінки на бажані.	6.865112066268921	Дослідники з питань поведінки розробили метод, відомий під назвою зміна поведінки, який використовується для того, щоб допомогти людям замінити небажану поведінку бажаними.	3.178435802459717
Psychology encompasses many subfields and includes different approaches to the study of mental processes and behavior.	Психологія охоплює багато підгалузей і включає різні підходи до вивчення психічних процесів і поведінки.	Психологія охоплює багато підпільних сфер і включає в себе різні підходи до вивчення розумових процесів та поведінки.	0.7458586692810059	Психологія включає в себе багато підвидів і включає в себе різні підходи до вивчення психічних процесів та поведінки.	4.91958212852478	Психологія охоплює багато полів і включає різні підходи до вивчення розумових процесів та поведінки.	1.9715678691864014
School psychology combines principles from educational psychology and clinical psychology to understand and treat students with learning disabilities; to foster the intellectual growth of gifted students; to facilitate prosocial behaviors in adolescents;	Шкільна психологія поєднує принципи педагогічної та клінічної психології для розуміння та лікування учнів з труднощами у навчанні; сприяння інтелектуальному зростанню обдарованих учнів; сприяння просоціальній поведінці підлітків;	Шкільна психологія поєднує принципи з освітньої психології та клінічної психології, щоб зрозуміти і лікувати студентів з порушеннями здатності навчатися; сприяти інтелектуальному росту обдарованих учнів; сприяти суспільній поведінці у підлітків;	1.4168384075164795	Школа психології об 'єднує принципи з педагогічної психології та клінічної психології, щоб зрозуміти та лікувати студентів з нездатністю до навчання, щоб підтримувати інтелектуальний розвиток талановитих студентів, щоб сприяти просоціальному поведінці підлітків;	10.448050737380981	Шкільна психологія поєднує принципи з освітньої психології та клінічної психології для того, щоб зрозуміти та лікувати студентів з порушеннями здатності навчатися; щоб сприяти інтелектуальному росту обдарованих учнів; сприяти просоціальній поведінці підлітків;	5.230772495269775
The field was at first called economic psychology or business psychology; later, industrial psychology, employment psychology, or psychotechnology.	Спочатку цю галузь називали економічною психологією або бізнес-психологією, пізніше - індустріальною психологією, психологією зайнятості або психотехнологією.	Спочатку ця галузь називалася економічною психологією або бізнес психологією; пізніше - індустріальна психологія, психологія зайнятості, або психотехнологія.	1.0754849910736084	Спочатку ця галузь називалася економікою чи бізнес-психологією, пізніше - промисловою психологією, робототехнікою або психотехнологією.	6.940826177597046	Спочатку ця галузь називалася економічною психологією або бізнес-психологією; пізніше промислова психологія, психологія зайнятості, або психотехнологія.	2.8237345218658447
"Research has shown that compared to the ""whole word"" or ""whole language"" approach, the phonics approach to reading instruction is more efficacious."	Дослідження показали, що порівняно з підходом «цілого слова» або «цілої мови», фонетичний підхід до навчання читання є більш ефективним.	"Дослідження показали, що у порівнянні з підходом ""ціле слово"" або ""цілою мовою,"" підхід до читання є більш ефективним."	1.0062382221221924	"Дослідження показали, що в порівнянні з """" повним словом """" або """" повною мовою """" підхід fonіки до читання є ефективнішим."	8.215519905090332	"Дослідження показали, що у порівнянні з підходом ""ціле слово"" або ""цілою мовою"" підхід до читання більш дієвий."	2.9700000286102295
The American Psychological Association has advanced a set of ethical principles and a code of conduct for the profession.	Американська психологічна асоціація розробила ряд етичних принципів і кодекс поведінки для цієї професії.	Американська психологічна асоціація видала ряд етичних принципів і норм поведінки для цієї професії.	0.5684514045715332	Американська психологічна асоціація запровадила низку етичних принципів та кодекс поведінки для професії.	5.486525058746338	Американська психологічна асоціація просунула низку етичних принципів та кодекс поведінки для цієї професії.	1.8031392097473145
Justice - an understanding that psychology must be for everyone's benefit, and that psychologists take special care to avoid unjust practices as a result of biases or limitations of expertise.	Справедливість - розуміння того, що психологія має бути на користь кожному, і що психологи особливо дбають про те, щоб уникати несправедливих практик внаслідок упередженості чи обмеженості знань.	Правосуддя - розуміння, що психологія повинна бути на користь кожному, і що психологи особливо дбають про те, щоб уникнути несправедливості внаслідок упереджень або обмежень досвіду.	1.0651531219482422	Справедливість - це розуміння того, що психологія повинна бути корисною для всіх, і що психологи мають бути особливо обережні, щоб уникнути несправедливої практики в результаті упереджень чи обмежень знань.	8.750429153442383	Правосуддя - розуміння того, що психологія повинна бути на користь кожному, і що психологи особливо дбають про те, щоб уникнути несправедливості в результаті упереджень або обмежень досвіду.	2.9650566577911377
Animal research is influential in psychology, while still being debated among academics. 	Дослідження на тваринах мають великий вплив на психологію, але все ще залишаються предметом дискусій серед науковців. 	Дослідження тварин має вплив на психологію, тоді як дискутують про них між науковцями.	0.5838065147399902	Дослідження тварин мають вплив на психологію, хоча й досі дискутують між науковцями.	4.278510332107544	Дослідження тварин має вплив на психологію, поки ще ведуть дискусії серед вчених.	1.2700963020324707
In contrast, human environments and genetic backgrounds vary so widely, and depend upon so many factors, that it is difficult to control important variables for human subjects.	На противагу цьому, людське середовище і генетичний фон варіюються настільки широко і залежать від багатьох факторів, що важко контролювати важливі для людини змінні.	На противагу цьому, людське середовище та генетичне походження настільки різняться і залежать від багатьох факторів, що важко контролювати важливі змінні, необхідні для життя людей.	0.8677554130554199	Натомість, людські середовища та генетичний фон дуже сильно відрізняються, і залежать від багатьох факторів, що важко контролювати важливі змінні для людських суб 'єктів.	7.398641586303711	На противагу цьому, людське середовище та генетичне походження настільки різняться і залежать від багатьох факторів, що важко контролювати важливі змінні для питання.	2.622453212738037
A rat undergoing a Morris water navigation test used in behavioral neuroscience to study the role of the hippocampus in spatial learning and memory	Щур проходить тест Морріса на водну навігацію, який використовується в поведінковій нейронауці для вивчення ролі гіпокампу в просторовому навчанні та пам'яті.	Для вивчення ролі гіпокампу в просторовому навчанні і пам'яті щура, який проводить аналіз води Морріса, який використовувався у поведінковій неврології.	1.2055778503417969	Рата, яка проходить тест на водну навігацію Моріса, що використовується в біологічних неврології, щоб вивчати роль гіпокампу у просторовому вчинні та пам 'яті	8.370333194732666	Риса, що проходить тест на навігацію води Морріса, який використовується у поведінковій неврології для вивчення ролі гіпокампу у просторовому навчанні та пам'яті.	4.31827187538147
Since modern computers process information quickly, simulations can be run in a short time, allowing for high statistical power.	Оскільки сучасні комп'ютери обробляють інформацію швидко, симуляції можна запускати за короткий час, забезпечуючи високу статистичну потужність.	Оскільки сучасні комп'ютери швидко обробляють інформацію, симуляції можна виконувати за короткий час, що дає змогу отримати високу статистичну потужність.	0.8349406719207764	Оскільки сучасні комп 'ютери швидко обробляють інформацію, симуляції можуть відтворюватися протягом короткого часу, що дає високу статистику.	7.122270345687866	Оскільки сучасні комп'ютери швидко обробляють інформацію, симуляції можна запустити за короткий час, що дає змогу отримати високу статистичну потужність.	1.9773352146148682
For example, in research on the best way to affect reading achievement in the first three grades of school, school administrators may not permit educational psychologists to randomly assign children to phonics and whole language classrooms, in which case the psychologists must work with preexisting classroom assignments.	Наприклад, під час дослідження найкращого способу вплинути на успішність читання в перших трьох класах школи шкільна адміністрація може не дозволити педагогічним психологам випадковим чином розподіляти дітей по класах з фонетики та вивчення цілих мов, і в цьому випадку психологи повинні працювати з уже існуючими розподілами по класах.	Наприклад, у дослідженні найкращого способу вплинути на досягнення читання в перших трьох класах школи, то шкільні адміністратори не можуть дозволити шкільним психологам випадково призначати дітей на факони й цілі мовні класи, в якому то разі психологи мусять працювати з вже існуючим класним призначенням.	1.6450963020324707	Наприклад, в дослідженні найкращого способу впливу на успішність читання у перших трьох класах школи, адміністратори школи можуть не дозволити шкільним психологам випадково надавати дітей в класи fonіки та цілої мови, в цьому випадку психологи повинні працювати з уже наявними уроками.	13.43517279624939	Наприклад, у дослідженні найкращого способу впливу на досягнення читання у перших трьох класах школи адміністратори шкільних закладів не можуть дозволити освітнім психологам випадково призначати дітей на факони та цілі мовні класи, у цьому випадку психологи повинні працювати з вже наявними класними завданнями.	4.845952033996582
Psychologists study the composite influence of all these different tools in an effort to influence whole populations of people.	Психологи вивчають сукупний вплив усіх цих інструментів, намагаючись впливати на цілі групи людей.	Психологи вивчають складний вплив усіх цих інструментів, щоб впливати на ціле населення.	0.48482751846313477	Психологи вивчають сукупний вплив всіх цих різних інструментів, намагаючись впливати на цілу популяцію людей.	5.362372875213623	Психологи вивчають складний вплив усіх цих інструментів у спробах впливати на ціле населення людей.	2.0859146118164062
Educational psychology is often included in teacher education programs in places such as North America, Australia, and New Zealand.	Педагогічну психологію часто включають до програм підготовки вчителів у таких країнах, як Північна Америка, Австралія та Нова Зеландія.	Освітня психологія часто входить у навчальні навчальні програми у таких країнах, як Північна Америка, Австралія та Нова Зеландія.	0.839210033416748	Штуховна психологія часто включена в програми освіти вчителів в таких місцях, як Північна Америка, Австралія та Нова Зеландія.	6.170075416564941	Освітня психологія часто входить до навчальних навчальних програм у таких місцях, як Північна Америка, Австралія та Нова Зеландія.	2.2700469493865967
The emerging field of disaster psychology (see crisis intervention) involves professionals who respond to large-scale traumatic events.	Нова галузь психології катастроф (див. кризове втручання) залучає професіоналів, які реагують на масштабні травматичні події.	Поява психології стихійного лиха (див. втручання в кризу) стосується фахівців, які реагують на масштабні травматичні події.	0.8076772689819336	Нова галузь психології катастроф (см. кризове втручання) включає в себе фахівців, які реагують на великі травматічні події.	6.319180011749268	Початкове поле психології стихійного лиха (див. втручання в кризу) включає професіоналів, які реагують на масштабні травматичні події.	2.449125289916992
Traditionally the research has involved twin studies and adoption studies, two designs where genetic and environmental influences can be partially un-confounded.	Традиційно дослідження включають дослідження близнюків і дослідження усиновлення - два варіанти, де генетичні та середовищні впливи можуть бути частково непідтвердженими.	Традиційно, дослідження включали два вивчення і всиновлення, дві моделі, в яких генетичний та екологічний вплив може бути частково необґрунтованим.	1.0524156093597412	Традиційно дослідження включає в себе дослідження близнюків та дослідження усиновлення, два дизайни, де впливи на генетику та навколишнє середовище можуть бути частково не конфігуровані.	9.105231046676636	Традиційно це дослідження включало в себе двобічні дослідження та дослідження усиновлення, два проекти, в яких генетичний та екологічний вплив може бути частково незаснованим.	2.8830835819244385
